State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow
FL,Madison County,5510,250580,308,13106,325,13034,17,0.309
CO,Dolores County,649,30831,34,1615,36,1797,2,0.308
OK,Washita County,3276,163479,303,12104,313,11239,10,0.305
KY,Caldwell County,4266,214963,255,11352,268,10832,13,0.305
WV,Putnam County,20077,1481471,1404,75288,1465,78374,61,0.304
OR,Harney County,2321,103106,156,7181,163,6842,7,0.302
CA,Sacramento County,544229,39224971,31738,1974737,33378,1904425,1640,0.301
AZ,Yuma County,66043,3245893,4238,200681,4436,206184,198,0.3
SD,Hutchinson County,2687,154240,145,6565,153,7087,8,0.298
WV,Mason County,8383,427696,415,18407,440,16775,25,0.298
KY,Nicholas County,2361,102461,130,3662,137,4803,7,0.296
ID,Minidoka County,6754,331649,496,25900,516,21404,20,0.296
MO,Howell County,12496,591983,772,24253,809,30748,37,0.296
IN,Vermillion County,5766,303632,343,11994,360,12661,17,0.295
SD,Yankton County,8478,601635,560,24515,585,28949,25,0.295
MT,Teton County,2399,122337,128,5048,135,5546,7,0.292
WI,Barron County,18569,1100901,1041,44735,1095,52694,54,0.291
MI,Gladwin County,8929,453520,689,31288,715,39791,26,0.291
MI,Branch County,14784,804308,962,40544,1005,46466,43,0.291
GA,Hancock County,2419,95510,157,5852,164,7353,7,0.289
GA,Chatham County,92292,6463149,9683,493564,9949,516450,266,0.288
MT,Missoula County,44498,3477133,3743,164579,3871,198535,128,0.288
NC,Surry County,24058,1337036,1179,48310,1248,52969,69,0.287
UT,Sevier County,6305,377842,422,16782,440,19826,18,0.285
NC,Forsyth County,132514,10000050,9288,581552,9666,552456,378,0.285
VA,Madison County,4934,273487,307,15182,321,19960,14,0.284
UT,Morgan County,3537,420195,322,22477,332,32304,10,0.283
VT,Windsor County,24027,1684536,1797,100846,1865,125704,68,0.283
PA,Wayne County,19535,1183064,1257,65402,1312,76437,55,0.282
MI,Arenac County,5697,279378,404,14241,420,18218,16,0.281
NC,Vance County,14591,668400,892,31811,933,31676,41,0.281
OK,Carter County,15671,1005459,1037,46318,1081,45094,44,0.281
HI,Maui County,64891,4314680,3190,194331,3372,295788,182,0.28
PA,Chester County,197338,26734776,11842,1215432,12392,1186103,550,0.279
TX,Cherokee County,15800,907643,1020,49153,1064,56935,44,0.278
TN,Polk County,5402,262313,418,15644,433,18624,15,0.278
MI,Monroe County,58614,4013967,3317,179202,3480,182330,163,0.278
TX,Austin County,10483,788057,763,45361,792,54327,29,0.277
OH,Richland County,45689,2519274,2269,98881,2394,101289,125,0.274
MI,Ottawa County,102877,8410444,7084,383581,7366,468685,282,0.274
WI,Kenosha County,63550,4321225,4166,225256,4340,222691,174,0.274
WV,Upshur County,8039,413023,388,17227,410,16453,22,0.274
GA,Jones County,9153,548610,643,26359,668,27732,25,0.273
MD,Washington County,54762,3554116,3437,171845,3586,180535,149,0.272
SC,Colleton County,12913,584421,834,34601,869,37249,35,0.271
KY,Russell County,5528,241412,304,12935,319,13018,15,0.271
ME,Kennebec County,46913,2784631,2865,147700,2991,145222,126,0.269
CA,Madera County,46157,2499212,2721,130006,2845,154806,124,0.269
MI,Montcalm County,21559,1073714,1683,83744,1741,77281,58,0.269
MN,Wadena County,4827,258105,410,16346,423,17297,13,0.269
PA,Northampton County,120678,9315273,7762,464493,8085,506568,323,0.268
CA,Merced County,80967,4183073,4442,197093,4658,198361,216,0.267
MO,Oregon County,3006,116605,202,6050,210,8192,8,0.266
GA,Rockdale County,27932,1533576,3803,160067,3877,144258,74,0.265
CA,Sutter County,31241,1936203,2437,115705,2518,107607,81,0.259
NM,Mora County,1555,56658,84,2617,88,3086,4,0.257
WI,Washburn County,6647,401859,479,26225,496,30558,17,0.256
SD,Turner County,3158,192565,188,8591,196,10131,8,0.253
IN,LaPorte County,40662,2385776,2111,130364,2214,128768,103,0.253
NC,Guilford County,183536,13364580,13363,725995,13828,744253,465,0.253
VA,Northumberland County,4759,326304,322,17780,334,24293,12,0.252
NC,Wilson County,27433,1466500,1605,75464,1674,67198,69,0.252
WI,Rock County,63473,4366492,3265,181997,3423,164280,158,0.249
NE,Harlan County,1212,58819,63,2546,66,2534,3,0.248
MO,Andrew County,6452,435672,548,29469,564,28116,16,0.248
FL,Liberty County,2014,96170,136,4350,141,4354,5,0.248
TX,Travis County,431303,49131355,47553,3238771,48623,3884317,1070,0.248
AL,Crenshaw County,4462,205376,267,9794,278,10806,11,0.247
OK,Stephens County,13451,888084,817,36248,850,35017,33,0.245
TX,Hartley County,1227,78393,138,7818,141,7292,3,0.244
VA,Carroll County,9894,464710,566,18749,590,24767,24,0.243
MD,St. Mary's County,40656,3589778,3204,218529,3302,192347,98,0.241
KS,Sherman County,2078,110621,118,4544,123,4677,5,0.241
SD,Deuel County,1663,93003,62,3969,66,3433,4,0.241
MO,Bollinger County,3770,170013,253,9045,262,9519,9,0.239
NC,Avery County,5492,272973,416,23777,429,28065,13,0.237
TX,McLennan County,82578,5109999,5191,252360,5386,298604,195,0.236
OH,Guernsey County,14400,799354,696,27841,730,31787,34,0.236
TN,Tipton County,20564,1184755,1454,63820,1502,68402,48,0.233
SC,Union County,8661,373024,381,13773,401,13980,20,0.231
NC,Randolph County,49144,2779124,2825,120648,2938,119207,113,0.23
TX,Brown County,12303,689549,840,34739,868,42395,28,0.228
AL,Covington County,11559,621953,575,23405,601,24234,26,0.225
IN,Warren County,3116,192736,194,9772,201,10418,7,0.225
VA,Prince George County,11142,771324,1866,90978,1891,90159,25,0.224
MS,Wilkinson County,2725,109434,128,4195,134,7595,6,0.22
VA,Floyd County,5451,294895,298,12672,310,16481,12,0.22
SC,Dillon County,9577,374017,426,13708,447,13661,21,0.219
UT,Uintah County,9698,601580,714,36417,735,33899,21,0.217
TX,Tarrant County,706539,62451120,52368,3365597,53903,3295717,1535,0.217
GA,Clinch County,1854,85979,114,4792,118,3121,4,0.216
MI,Mason County,11172,617086,661,42877,685,35274,24,0.215
WI,Shawano County,15787,874686,1000,41322,1034,47863,34,0.215
OH,Hocking County,9823,503217,607,25246,628,25431,21,0.214
KY,Wolfe County,1865,72166,107,3560,111,3710,4,0.214
IL,Franklin County,13164,687461,726,29408,754,27507,28,0.213
TX,Glasscock County,471,110852,35,3070,36,2245,1,0.212
WI,Ozaukee County,36095,4772249,2450,219707,2526,227290,76,0.211
WI,Waukesha County,163295,18000254,10367,782159,10709,807121,342,0.209
ME,Knox County,16269,1061882,968,48161,1002,73722,34,0.209
KY,Mercer County,7702,412319,512,21718,528,22477,16,0.208
SC,Saluda County,6255,319868,415,16493,428,19630,13,0.208
OH,Lake County,98642,6804740,4686,260244,4891,258550,205,0.208
CA,Solano County,161614,12446243,12055,731834,12390,746168,335,0.207
TX,Briscoe County,484,25308,24,801,25,1339,1,0.207
AL,Autauga County,18028,1143227,1888,99955,1925,100564,37,0.205
WI,Fond du Lac County,40884,2847571,2247,115930,2331,112550,84,0.205
TX,Harrison County,21578,1306959,1749,84448,1793,88924,44,0.204
NJ,Warren County,41840,3419739,2980,195712,3065,186551,85,0.203
OH,Jackson County,10825,509950,499,18143,521,20775,22,0.203
IN,Lawrence County,16848,911201,794,33849,828,33751,34,0.202
GA,Taliaferro County,498,18189,30,613,31,1013,1,0.201
OR,Union County,8955,527331,587,23807,605,28460,18,0.201
IL,Clay County,4992,254871,249,9240,259,9636,10,0.2
KY,Butler County,4001,193669,216,7770,224,7511,8,0.2
GA,Toombs County,8076,423717,579,23497,595,24536,16,0.198
SD,Roberts County,3540,184959,186,7083,193,9850,7,0.198
OH,Knox County,21787,1317016,1277,58851,1320,72010,43,0.197
MN,Big Stone County,2028,105405,96,4008,100,5123,4,0.197
PA,Montgomery County,327321,43232222,20487,1962690,21130,1671360,643,0.196
GA,Ware County,10321,510719,769,40407,789,26613,20,0.194
IN,Allen County,141172,9656640,6552,392110,6826,343372,274,0.194
TX,Newton County,3660,192524,325,15338,332,17096,7,0.191
VA,Henrico County,122922,10732691,11868,767239,12101,733010,233,0.19
KS,Leavenworth County,25383,1826649,3008,186414,3056,192464,48,0.189
KY,Owsley County,1059,38986,43,1137,45,1556,2,0.189
MS,Lee County,28765,2031944,1963,84783,2017,89658,54,0.188
WI,Richland County,6416,338805,364,14635,376,16226,12,0.187
WI,Sauk County,26263,1599653,1813,79408,1862,94711,49,0.187
SC,Pickens County,37944,2403659,3210,154765,3281,213195,71,0.187
VT,Lamoille County,10761,797328,805,55096,825,44997,20,0.186
WV,Tucker County,2688,128680,121,3992,126,5487,5,0.186
NC,Montgomery County,8592,448856,535,23347,551,30290,16,0.186
IN,Huntington County,14106,784184,840,38622,866,40240,26,0.184
MO,Butler County,13552,659135,844,31171,869,30568,25,0.184
TX,Reagan County,1092,84244,85,4862,87,4052,2,0.183
CO,Moffat County,4363,276815,395,21833,403,17196,8,0.183
KS,Logan County,1091,61163,59,2067,61,2498,2,0.183
CO,Rio Grande County,4401,223056,377,15940,385,18403,8,0.182
MO,Hickory County,2773,103665,268,9573,273,11227,5,0.18
OH,Marion County,22372,1154374,1107,49237,1147,46951,40,0.179
TX,Jasper County,10722,607845,849,36256,868,54362,19,0.177
MS,Tippah County,6981,319330,329,13749,341,10624,12,0.172
OH,Vinton County,4076,194430,240,7626,247,8984,7,0.172
NC,Nash County,33289,1871583,2475,98260,2532,100477,57,0.171
OK,Hughes County,3506,155948,269,11605,275,8619,6,0.171
PA,Lebanon County,55983,3589170,2875,148175,2971,151412,96,0.171
AL,Bullock County,2948,108587,175,5388,180,5131,5,0.17
WI,Douglas County,16461,973595,1032,46918,1060,47792,28,0.17
TN,Henry County,11209,567760,685,23028,704,32294,19,0.17
MA,Bristol County,219100,16411869,10412,677989,10780,634517,368,0.168
MO,Carter County,1817,72075,124,3545,127,3668,3,0.165
AL,Coffee County,15784,992433,1815,93905,1841,90762,26,0.165
OK,Le Flore County,13595,639730,864,29618,886,31341,22,0.162
IN,Howard County,32132,1878569,1824,83284,1876,76121,52,0.162
OR,Multnomah County,307398,25856434,29500,1986099,29991,1853087,491,0.16
GA,Crisp County,6236,290537,408,14020,418,16768,10,0.16
TX,La Salle County,1873,169336,115,4989,118,6935,3,0.16
AL,Fayette County,5003,239162,292,11361,300,11608,8,0.16
GA,Evans County,3146,152519,225,6006,230,6877,5,0.159
WV,Preston County,11392,602239,516,23198,534,25542,18,0.158
AR,Faulkner County,37422,2477199,3095,137232,3154,140359,59,0.158
NC,Bladen County,9544,435487,542,17993,557,18657,15,0.157
IA,Cass County,5091,284558,270,11191,278,12131,8,0.157
WV,Wayne County,12189,626934,732,27417,751,28213,19,0.156
AR,Logan County,6531,301943,441,15315,451,15740,10,0.153
WI,Waupaca County,20249,1227133,1264,60768,1295,61397,31,0.153
AR,Bradley County,3313,153802,171,6381,176,5337,5,0.151
MS,Winston County,5947,281059,264,8302,273,10452,9,0.151
IA,Jasper County,13373,863354,922,45881,942,45623,20,0.15
MD,Caroline County,11990,672894,863,37094,881,35642,18,0.15
PA,Adams County,41123,2797909,2480,129802,2541,138656,61,0.148
VA,Henry County,17550,830818,911,30667,937,34700,26,0.148
TX,Lubbock County,97730,6754798,6957,335452,7102,355917,145,0.148
TX,Morris County,4075,187181,332,12349,338,12428,6,0.147
MD,Somerset County,6799,323091,504,18077,514,20853,10,0.147
IN,Parke County,5471,288887,352,13552,360,15969,8,0.146
KY,Grayson County,8290,387772,490,17766,502,21028,12,0.145
MS,Tate County,9043,472808,662,28063,675,29510,13,0.144
WI,Outagamie County,73683,5679487,5474,322045,5580,294865,106,0.144
GA,Elbert County,6251,286631,338,14052,347,16675,9,0.144
SD,Meade County,10001,616050,1478,62615,1492,69967,14,0.14
MN,Pipestone County,3572,212049,182,7823,187,6929,5,0.14
IA,Wayne County,2178,115569,102,3962,105,3829,3,0.138
MN,Meeker County,8682,579252,573,27855,585,31859,12,0.138
IN,Fulton County,7362,421599,482,19293,492,18809,10,0.136
PA,York County,180335,12812391,8290,508243,8532,453941,242,0.134
NY,Washington County,22803,1241156,1521,63366,1551,61859,30,0.132
NC,Yadkin County,12900,719469,728,27682,745,27431,17,0.132
IL,Edwards County,2301,135994,126,4524,129,4215,3,0.13
WI,Jefferson County,32517,2165164,2435,120275,2477,221368,42,0.129
MN,Waseca County,7055,418888,479,20903,488,20545,9,0.128
IA,Woodbury County,36667,2251500,2159,108078,2206,79792,47,0.128
WV,Mineral County,10201,538191,484,19578,497,20605,13,0.127
NY,Ulster County,69500,4862689,4017,235835,4105,270903,88,0.127
NY,Franklin County,16527,901287,769,38229,790,38483,21,0.127
MN,Todd County,8637,444968,626,27138,637,30365,11,0.127
WV,Hampshire County,7909,391944,450,17646,460,21394,10,0.126
CO,Lincoln County,1588,80709,94,3974,96,4231,2,0.126
NC,Wilkes County,22264,1168714,902,38925,930,38543,28,0.126
WI,Iowa County,9608,615135,661,33814,673,37692,12,0.125
TX,Red River County,4001,189004,313,12492,318,13107,5,0.125
MS,Greene County,3260,168649,215,7866,219,7870,4,0.123
WI,Lafayette County,6488,376987,382,15934,390,16646,8,0.123
HI,Kauai County,28610,2144446,1377,77276,1412,100207,35,0.122
MS,Harrison County,65100,3559547,7495,300382,7574,323114,79,0.121
OK,Cimarron County,835,36051,22,949,23,938,1,0.12
IN,Lake County,179437,11420320,9978,469161,10193,488147,215,0.12
IA,Clarke County,3355,176801,247,11028,251,11152,4,0.119
PA,Franklin County,62269,3849548,2863,151141,2937,147209,74,0.119
CO,Arapahoe County,228665,22379567,31237,2080292,31510,2048018,273,0.119
MI,Allegan County,43304,2952051,3421,174848,3472,199987,51,0.118
IN,Orange County,6833,329306,361,14763,369,12836,8,0.117
OK,Mayes County,12156,661519,947,37727,961,42511,14,0.115
RI,Washington County,50579,4783286,3395,272559,3453,321507,58,0.115
NE,Furnas County,1761,83730,93,3241,95,3477,2,0.114
TN,Sevier County,34661,1784555,2991,115848,3029,140198,38,0.11
IN,Pulaski County,4567,254912,311,12506,316,10763,5,0.109
IA,Keokuk County,3663,192784,207,8456,211,7959,4,0.109
NC,Jackson County,12046,684304,1166,47866,1179,63487,13,0.108
MO,Lawrence County,12296,603286,1085,42552,1098,43720,13,0.106
KY,Rockcastle County,4742,213593,298,10114,303,10481,5,0.105
TN,Lewis County,3841,183217,264,9091,268,10649,4,0.104
AR,Boone County,11975,660747,838,32970,850,33112,12,0.1
NC,Warren County,6036,253499,449,15913,455,21660,6,0.099
NY,Clinton County,30466,1798988,1151,60913,1181,56075,30,0.098
OK,Craig County,4112,193451,327,13388,331,9836,4,0.097
CA,San Bernardino County,697466,42198055,47252,2453323,47926,2300220,674,0.097
MN,Itasca County,16557,1049823,791,39628,807,46373,16,0.097
UT,Summit County,16159,2829031,1808,195138,1823,433590,15,0.093
AL,Talladega County,25231,1282108,1638,72932,1661,70022,23,0.091
WI,Sheboygan County,47249,3263163,1987,112792,2030,103177,43,0.091
SD,Bon Homme County,2215,118190,113,5262,115,4299,2,0.09
FL,Gadsden County,15580,693817,1077,36610,1091,40002,14,0.09
NH,Cheshire County,29945,2173431,1915,117694,1942,119683,27,0.09
SD,Pennington County,42842,3003982,4569,234955,4607,265671,38,0.089
MI,Jackson County,56223,3430633,2802,155710,2851,138193,49,0.087
MO,Shelby County,2298,107507,95,2834,97,3480,2,0.087
TX,Limestone County,7019,348178,514,21714,520,23231,6,0.085
MI,Delta County,14156,794902,571,25783,583,25560,12,0.085
KY,Daviess County,35825,2241060,1636,79669,1666,76280,30,0.084
MI,Lenawee County,36200,2120869,1886,94370,1916,93679,30,0.083
WV,Randolph County,9782,492228,442,16114,450,22585,8,0.082
MN,McLeod County,14582,957427,934,50317,946,42672,12,0.082
KY,Harrison County,6210,330851,417,16655,422,17835,5,0.081
MD,Calvert County,34506,3363678,2543,188416,2571,187875,28,0.081
UT,Salt Lake County,394682,32171645,25040,1557230,25351,1516484,311,0.079
IL,Hardin County,1259,65745,43,1256,44,1296,1,0.079
NH,Hillsborough County,167702,15064886,11580,863493,11713,780878,133,0.079
WY,Big Horn County,3872,205563,262,12455,265,10411,3,0.077
KY,Logan County,9059,474195,557,19031,564,21481,7,0.077
IA,Marion County,11891,925276,726,38122,735,39768,9,0.076
MT,Gallatin County,42110,3616117,4842,247903,4874,308232,32,0.076
SC,Chester County,10809,503586,650,23945,658,28606,8,0.074
IN,Starke County,8123,415100,552,19833,558,22691,6,0.074
MA,Franklin County,28915,1886927,1782,116184,1803,84377,21,0.073
IL,Effingham County,13874,992355,657,34769,667,29061,10,0.072
MO,Audrain County,8417,424841,505,18255,511,17116,6,0.071
WI,Price County,5710,289682,325,14735,329,18807,4,0.07
TN,Weakley County,9969,514333,705,25271,712,25509,7,0.07
MO,Lafayette County,11630,665626,814,34745,822,34985,8,0.069
KY,Livingston County,3042,151253,259,9600,261,10014,2,0.066
KY,Campbell County,33253,2584463,2961,168908,2983,164798,22,0.066
PA,Northumberland County,34768,1857310,1729,72032,1751,69050,22,0.063
IN,Perry County,6827,381203,325,13220,329,11924,4,0.059
KY,Green County,3486,150435,204,5963,206,6711,2,0.057
KY,Fulton County,1758,75968,165,4619,166,4640,1,0.057
IA,Mills County,5326,398026,361,18823,364,19693,3,0.056
KS,Republic County,1915,92125,74,2158,75,3037,1,0.052
NC,Swain County,6256,289141,392,13879,395,19431,3,0.048
MI,Ionia County,21561,1233253,1545,64674,1555,64852,10,0.046
KY,Estill County,4334,189700,204,6665,206,8018,2,0.046
ID,Caribou County,2233,131678,143,5990,144,7935,1,0.045
WV,Webster County,2434,137105,100,3092,101,3415,1,0.041
SC,Greenwood County,22716,1255828,1333,58310,1342,65457,9,0.04
MI,Shiawassee County,26326,1439584,1647,70599,1657,71216,10,0.038
FL,Escambia County,109261,6607617,10171,516907,10211,563282,40,0.037
TN,McNairy County,8129,384993,550,19745,553,21154,3,0.037
VT,Washington County,25040,1733490,1609,81954,1618,91771,9,0.036
WI,Brown County,104574,8205186,5412,368842,5450,291728,38,0.036
GA,Upson County,8303,397721,486,16456,489,16870,3,0.036
MI,Tuscola County,20136,1020327,1129,46043,1136,41746,7,0.035
KY,Woodford County,9616,770577,768,40730,771,40279,3,0.031
AL,Jackson County,16698,868072,890,38548,895,43330,5,0.03
MO,McDonald County,6761,303931,630,20356,632,21201,2,0.03
SC,Clarendon County,10323,464190,700,25457,703,31234,3,0.029
OR,Umatilla County,24773,1401640,1520,65197,1527,63221,7,0.028
NC,Gates County,3629,197139,223,8388,224,8529,1,0.028
NC,Richmond County,14170,620608,702,25498,706,23275,4,0.028
MS,Grenada County,7288,360906,447,17175,449,16487,2,0.027
TX,Anderson County,15135,794004,1147,49593,1151,54046,4,0.026
IN,Spencer County,7575,545439,458,20315,460,20802,2,0.026
VT,Caledonia County,12024,650589,653,31019,656,30414,3,0.025
OK,Pittsburg County,13658,724920,858,36850,861,38629,3,0.022
CA,Kern County,267816,16042897,11960,677103,12019,546539,59,0.022
OR,Hood River County,9166,684461,743,39852,745,55418,2,0.022
FL,Jackson County,14204,688561,1015,35563,1018,38688,3,0.021
NY,Ontario County,43465,3391169,2889,171878,2898,182461,9,0.021
CT,Middlesex County,66080,6490994,4773,391128,4785,335377,12,0.018
OK,Cherokee County,13242,663079,1045,42074,1047,42011,2,0.015
PA,Somerset County,28544,1536874,991,43335,995,45073,4,0.014
PA,Schuylkill County,54816,3176511,2193,109625,2200,100573,7,0.013
PA,Berks County,164052,11494526,7126,542622,7144,360072,18,0.011
PA,Bucks County,259480,28567570,13881,1154922,13909,1177325,28,0.011
TN,Hamblen County,20636,1107302,1496,58248,1498,60982,2,0.01
OH,Lawrence County,20356,1066043,972,39055,974,36960,2,0.01
VA,Wythe County,10025,507776,537,21335,538,21612,1,0.01
WI,Clark County,12109,700796,676,28492,677,26716,1,0.008
IN,Knox County,12937,762394,706,26744,707,26209,1,0.008
MI,Livingston County,73672,6998950,5346,360623,5349,371495,3,0.004
