,outflow_state,outflow_county,outflow_n1,outflow_n2,agi_x,inflow_state,inflow_county,inflow_n1,inflow_n2,agi_y
248,AR,Lonoke County Total Migration-US and Foreign,2176,4687,103437,AR,Lonoke County Total Migration-US and Foreign,2316,5061,101804
249,AR,Lonoke County Non-migrants,22623,53274,1430803,AR,Lonoke County Non-migrants,22623,53274,1430803
250,AR,Madison County Total Migration-US and Foreign,392,801,15007,AR,Madison County Total Migration-US and Foreign,408,898,17487
251,AR,Madison County Non-migrants,5041,11663,239750,AR,Madison County Non-migrants,5041,11663,239750
252,AR,Marion County Total Migration-US and Foreign,432,921,16875,AR,Marion County Total Migration-US and Foreign,533,1086,25242
253,AR,Marion County Non-migrants,5007,10481,208624,AR,Marion County Non-migrants,5007,10481,208624
254,AR,Miller County Total Migration-US and Foreign,1330,2749,50129,AR,Miller County Total Migration-US and Foreign,1154,2363,42971
255,AR,Miller County Non-migrants,13161,28819,709743,AR,Miller County Non-migrants,13161,28819,709743
256,AR,Mississippi County Total Migration-US and Foreign,899,1972,35899,AR,Mississippi County Total Migration-US and Foreign,590,1336,20854
257,AR,Mississippi County Non-migrants,12510,28804,609009,AR,Mississippi County Non-migrants,12510,28804,609009
258,AR,Monroe County Total Migration-US and Foreign,176,390,5430,AR,Monroe County Total Migration-US and Foreign,143,293,5265
259,AR,Monroe County Non-migrants,2213,4695,85855,AR,Monroe County Non-migrants,2213,4695,85855
260,AR,Montgomery County Total Migration-US and Foreign,159,324,5721,AR,Montgomery County Total Migration-US and Foreign,182,371,10323
261,AR,Montgomery County Non-migrants,2458,5366,106907,AR,Montgomery County Non-migrants,2458,5366,106907
262,AR,Nevada County Total Migration-US and Foreign,213,470,7568,AR,Nevada County Total Migration-US and Foreign,176,371,5651
263,AR,Nevada County Non-migrants,2569,5640,111617,AR,Nevada County Non-migrants,2569,5640,111617
264,AR,Newton County Total Migration-US and Foreign,183,404,6952,AR,Newton County Total Migration-US and Foreign,175,384,6383
265,AR,Newton County Non-migrants,2252,5030,89285,AR,Newton County Non-migrants,2252,5030,89285
266,AR,Ouachita County Total Migration-US and Foreign,461,969,18552,AR,Ouachita County Total Migration-US and Foreign,380,789,15103
267,AR,Ouachita County Non-migrants,7541,16169,376812,AR,Ouachita County Non-migrants,7541,16169,376812
268,AR,Perry County Total Migration-US and Foreign,193,380,7327,AR,Perry County Total Migration-US and Foreign,252,540,10356
269,AR,Perry County Non-migrants,2997,6794,156384,AR,Perry County Non-migrants,2997,6794,156384
270,AR,Phillips County Total Migration-US and Foreign,346,732,10854,AR,Phillips County Total Migration-US and Foreign,195,429,9783
271,AR,Phillips County Non-migrants,5377,11883,206829,AR,Phillips County Non-migrants,5377,11883,206829
272,AR,Pike County Total Migration-US and Foreign,216,464,7531,AR,Pike County Total Migration-US and Foreign,170,349,7251
273,AR,Pike County Non-migrants,3160,7346,143112,AR,Pike County Non-migrants,3160,7346,143112
274,AR,Poinsett County Total Migration-US and Foreign,513,1126,19180,AR,Poinsett County Total Migration-US and Foreign,441,931,13612
275,AR,Poinsett County Non-migrants,6839,15481,312297,AR,Poinsett County Non-migrants,6839,15481,312297
276,AR,Polk County Total Migration-US and Foreign,354,761,13073,AR,Polk County Total Migration-US and Foreign,343,720,14719
277,AR,Polk County Non-migrants,5830,13442,262458,AR,Polk County Non-migrants,5830,13442,262458
278,AR,Pope County Total Migration-US and Foreign,1351,2652,54437,AR,Pope County Total Migration-US and Foreign,1342,2786,60182
279,AR,Pope County Non-migrants,19506,44484,1166297,AR,Pope County Non-migrants,19506,44484,1166297
280,AR,Prairie County Total Migration-US and Foreign,173,391,6064,AR,Prairie County Total Migration-US and Foreign,130,276,4795
281,AR,Prairie County Non-migrants,2604,5696,134426,AR,Prairie County Non-migrants,2604,5696,134426
282,AR,Pulaski County Total Migration-US and Foreign,10704,20637,564337,AR,Pulaski County Total Migration-US and Foreign,9236,17105,430216
283,AR,Pulaski County Non-migrants,136703,283704,10618022,AR,Pulaski County Non-migrants,136703,283704,10618022
284,AR,Randolph County Total Migration-US and Foreign,347,747,14223,AR,Randolph County Total Migration-US and Foreign,435,954,14846
285,AR,Randolph County Non-migrants,5343,12263,234703,AR,Randolph County Non-migrants,5343,12263,234703
286,AR,St. Francis County Total Migration-US and Foreign,519,1137,18146,AR,St. Francis County Total Migration-US and Foreign,415,860,12020
287,AR,St. Francis County Non-migrants,6625,14468,262310,AR,St. Francis County Non-migrants,6625,14468,262310
288,AR,Saline County Total Migration-US and Foreign,2999,5974,155016,AR,Saline County Total Migration-US and Foreign,3517,7148,180093
289,AR,Saline County Non-migrants,39392,88869,2694599,AR,Saline County Non-migrants,39392,88869,2694599
290,AR,Scott County Total Migration-US and Foreign,216,427,6808,AR,Scott County Total Migration-US and Foreign,189,436,7473
291,AR,Scott County Non-migrants,3016,7108,123584,AR,Scott County Non-migrants,3016,7108,123584
292,AR,Searcy County Total Migration-US and Foreign,133,267,3396,AR,Searcy County Total Migration-US and Foreign,151,319,6334
293,AR,Searcy County Non-migrants,2282,5123,78218,AR,Searcy County Non-migrants,2282,5123,78218
294,AR,Sebastian County Total Migration-US and Foreign,3127,6314,153990,AR,Sebastian County Total Migration-US and Foreign,3044,6100,121708
295,AR,Sebastian County Non-migrants,40720,90470,2534622,AR,Sebastian County Non-migrants,40720,90470,2534622
296,AR,Sevier County Total Migration-US and Foreign,273,611,9513,AR,Sevier County Total Migration-US and Foreign,235,537,8016
297,AR,Sevier County Non-migrants,4767,11742,212191,AR,Sevier County Non-migrants,4767,11742,212191
298,AR,Sharp County Total Migration-US and Foreign,473,1002,15579,AR,Sharp County Total Migration-US and Foreign,530,1168,18910
299,AR,Sharp County Non-migrants,4809,10608,200533,AR,Sharp County Non-migrants,4809,10608,200533
300,AR,Stone County Total Migration-US and Foreign,200,430,7043,AR,Stone County Total Migration-US and Foreign,255,533,9075
301,AR,Stone County Non-migrants,3622,8109,149451,AR,Stone County Non-migrants,3622,8109,149451
302,AR,Union County Total Migration-US and Foreign,723,1462,41026,AR,Union County Total Migration-US and Foreign,609,1274,31284
303,AR,Union County Non-migrants,13365,29922,855674,AR,Union County Non-migrants,13365,29922,855674
304,AR,Van Buren County Total Migration-US and Foreign,361,715,14315,AR,Van Buren County Total Migration-US and Foreign,396,828,19359
305,AR,Van Buren County Non-migrants,4905,10877,232047,AR,Van Buren County Non-migrants,4905,10877,232047
306,AR,Washington County Total Migration-US and Foreign,6325,12078,332130,AR,Washington County Total Migration-US and Foreign,6769,12944,377014
307,AR,Washington County Non-migrants,73592,164067,5305239,AR,Washington County Non-migrants,73592,164067,5305239
308,AR,White County Total Migration-US and Foreign,1681,3514,68805,AR,White County Total Migration-US and Foreign,1569,3310,61758
309,AR,White County Non-migrants,23023,53480,1386324,AR,White County Non-migrants,23023,53480,1386324
310,AR,Woodruff County Total Migration-US and Foreign,120,271,4304,AR,Woodruff County Total Migration-US and Foreign,103,207,3185
311,AR,Woodruff County Non-migrants,1993,4244,87724,AR,Woodruff County Non-migrants,1993,4244,87724
312,AR,Yell County Total Migration-US and Foreign,460,1028,16141,AR,Yell County Total Migration-US and Foreign,456,948,17156
313,AR,Yell County Non-migrants,6347,14751,285982,AR,Yell County Non-migrants,6347,14751,285982
314,CA,Alameda County Total Migration-US and Foreign,49635,87475,4750596,CA,Alameda County Total Migration-US and Foreign,45864,76117,4434831
315,CA,Alameda County Non-migrants,619312,1300543,70690273,CA,Alameda County Non-migrants,619312,1300543,70690273
316,CA,Alpine County Total Migration-US and Foreign,49,68,1595,CA,Alpine County Total Migration-US and Foreign,23,43,1877
317,CA,Alpine County Non-migrants,336,627,21089,CA,Alpine County Non-migrants,336,627,21089
318,CA,Amador County Total Migration-US and Foreign,911,1619,49443,CA,Amador County Total Migration-US and Foreign,1119,2070,71015
319,CA,Amador County Non-migrants,13491,26854,940576,CA,Amador County Non-migrants,13491,26854,940576
320,CA,Butte County Total Migration-US and Foreign,6247,10622,304738,CA,Butte County Total Migration-US and Foreign,4652,7993,235372
321,CA,Butte County Non-migrants,72701,150191,4697236,CA,Butte County Non-migrants,72701,150191,4697236
322,CA,Calaveras County Total Migration-US and Foreign,1273,2306,75460,CA,Calaveras County Total Migration-US and Foreign,1494,2834,116076
323,CA,Calaveras County Non-migrants,15854,31965,1096750,CA,Calaveras County Non-migrants,15854,31965,1096750
324,CA,Colusa County Total Migration-US and Foreign,403,797,21069,CA,Colusa County Total Migration-US and Foreign,367,791,18405
325,CA,Colusa County Non-migrants,7731,20518,474161,CA,Colusa County Non-migrants,7731,20518,474161
326,CA,Contra Costa County Total Migration-US and Foreign,29489,53314,2934471,CA,Contra Costa County Total Migration-US and Foreign,28243,52207,2777893
327,CA,Contra Costa County Non-migrants,428412,939336,55050836,CA,Contra Costa County Non-migrants,428412,939336,55050836
328,CA,Del Norte County Total Migration-US and Foreign,533,974,24141,CA,Del Norte County Total Migration-US and Foreign,577,1116,28615
329,CA,Del Norte County Non-migrants,7650,16535,405135,CA,Del Norte County Non-migrants,7650,16535,405135
330,CA,El Dorado County Total Migration-US and Foreign,5497,9418,420607,CA,El Dorado County Total Migration-US and Foreign,6429,12099,617910
331,CA,El Dorado County Non-migrants,70039,149805,7227334,CA,El Dorado County Non-migrants,70039,149805,7227334
332,CA,Fresno County Total Migration-US and Foreign,11977,23760,632314,CA,Fresno County Total Migration-US and Foreign,11407,23484,579135
333,CA,Fresno County Non-migrants,315616,760468,19719085,CA,Fresno County Non-migrants,315616,760468,19719085
334,CA,Glenn County Total Migration-US and Foreign,559,1125,22442,CA,Glenn County Total Migration-US and Foreign,656,1344,27817
335,CA,Glenn County Non-migrants,9636,23345,530857,CA,Glenn County Non-migrants,9636,23345,530857
336,CA,Humboldt County Total Migration-US and Foreign,2945,4704,130408,CA,Humboldt County Total Migration-US and Foreign,2563,3946,104319
337,CA,Humboldt County Non-migrants,44348,86627,2697164,CA,Humboldt County Non-migrants,44348,86627,2697164
338,CA,Imperial County Total Migration-US and Foreign,2673,5968,116467,CA,Imperial County Total Migration-US and Foreign,2238,5069,83986
339,CA,Imperial County Non-migrants,61426,161737,2883438,CA,Imperial County Non-migrants,61426,161737,2883438
340,CA,Inyo County Total Migration-US and Foreign,483,803,28213,CA,Inyo County Total Migration-US and Foreign,536,910,26817
341,CA,Inyo County Non-migrants,6580,13312,459082,CA,Inyo County Non-migrants,6580,13312,459082
342,CA,Kern County Total Migration-US and Foreign,11960,24979,677103,CA,Kern County Total Migration-US and Foreign,12019,26103,546539
343,CA,Kern County Non-migrants,267816,664813,16042897,CA,Kern County Non-migrants,267816,664813,16042897
344,CA,Kings County Total Migration-US and Foreign,3241,7089,158136,CA,Kings County Total Migration-US and Foreign,3200,6964,136878
345,CA,Kings County Non-migrants,41871,106088,2281083,CA,Kings County Non-migrants,41871,106088,2281083
346,CA,Lake County Total Migration-US and Foreign,1347,2444,65090,CA,Lake County Total Migration-US and Foreign,1545,2861,79905
347,CA,Lake County Non-migrants,19567,41150,1014962,CA,Lake County Non-migrants,19567,41150,1014962
348,CA,Lassen County Total Migration-US and Foreign,651,1251,35182,CA,Lassen County Total Migration-US and Foreign,650,1276,29569
349,CA,Lassen County Non-migrants,7602,16627,480529,CA,Lassen County Non-migrants,7602,16627,480529
350,CA,Los Angeles County Total Migration-US and Foreign,154210,277710,11436416,CA,Los Angeles County Total Migration-US and Foreign,120440,190231,8511638
351,CA,Los Angeles County Non-migrants,3732877,7742952,330740878,CA,Los Angeles County Non-migrants,3732877,7742952,330740878
352,CA,Madera County Total Migration-US and Foreign,2721,5757,130006,CA,Madera County Total Migration-US and Foreign,2845,6296,154806
353,CA,Madera County Non-migrants,46157,118406,2499212,CA,Madera County Non-migrants,46157,118406,2499212
354,CA,Marin County Total Migration-US and Foreign,7162,11651,1074580,CA,Marin County Total Migration-US and Foreign,6820,11328,1401143
355,CA,Marin County Non-migrants,104097,210263,21886344,CA,Marin County Non-migrants,104097,210263,21886344
356,CA,Mariposa County Total Migration-US and Foreign,579,975,27889,CA,Mariposa County Total Migration-US and Foreign,541,937,29406
357,CA,Mariposa County Non-migrants,5905,11565,355435,CA,Mariposa County Non-migrants,5905,11565,355435
358,CA,Mendocino County Total Migration-US and Foreign,1819,3243,104702,CA,Mendocino County Total Migration-US and Foreign,1782,3114,112445
359,CA,Mendocino County Non-migrants,30616,63598,1834542,CA,Mendocino County Non-migrants,30616,63598,1834542
360,CA,Merced County Total Migration-US and Foreign,4442,9356,197093,CA,Merced County Total Migration-US and Foreign,4658,10752,198361
361,CA,Merced County Non-migrants,80967,208053,4183073,CA,Merced County Non-migrants,80967,208053,4183073
362,CA,Modoc County Total Migration-US and Foreign,210,411,12508,CA,Modoc County Total Migration-US and Foreign,174,364,7340
363,CA,Modoc County Non-migrants,2679,5605,132071,CA,Modoc County Non-migrants,2679,5605,132071
364,CA,Mono County Total Migration-US and Foreign,526,886,26081,CA,Mono County Total Migration-US and Foreign,523,842,36746
365,CA,Mono County Non-migrants,4846,9963,363248,CA,Mono County Non-migrants,4846,9963,363248
366,CA,Monterey County Total Migration-US and Foreign,9275,18041,867995,CA,Monterey County Total Migration-US and Foreign,8057,15673,595097
367,CA,Monterey County Non-migrants,153085,373352,11671143,CA,Monterey County Non-migrants,153085,373352,11671143
368,CA,Napa County Total Migration-US and Foreign,3716,6531,303831,CA,Napa County Total Migration-US and Foreign,3396,5859,317158
369,CA,Napa County Non-migrants,52853,116861,5766730,CA,Napa County Non-migrants,52853,116861,5766730
370,CA,Nevada County Total Migration-US and Foreign,2998,4910,204597,CA,Nevada County Total Migration-US and Foreign,3436,5889,270648
371,CA,Nevada County Non-migrants,38701,75898,3055710,CA,Nevada County Non-migrants,38701,75898,3055710
372,CA,Orange County Total Migration-US and Foreign,66496,119578,5333233,CA,Orange County Total Migration-US and Foreign,58396,101722,4863167
373,CA,Orange County Non-migrants,1192078,2590015,125315037,CA,Orange County Non-migrants,1192078,2590015,125315037
374,CA,Placer County Total Migration-US and Foreign,11421,20192,782704,CA,Placer County Total Migration-US and Foreign,13923,26670,1180411
375,CA,Placer County Non-migrants,141595,313422,15230760,CA,Placer County Non-migrants,141595,313422,15230760
376,CA,Plumas County Total Migration-US and Foreign,509,848,24216,CA,Plumas County Total Migration-US and Foreign,601,1076,37497
377,CA,Plumas County Non-migrants,6962,13729,430849,CA,Plumas County Non-migrants,6962,13729,430849
378,CA,Riverside County Total Migration-US and Foreign,48974,96157,2874504,CA,Riverside County Total Migration-US and Foreign,55724,113836,3363745
